timestamp,status
2025-01-15 14:30:31,Terdistraksi
2025-01-15 14:35:09,Terdistraksi
2025-01-15 14:40:14,Terdistraksi
2025-01-15 14:45:06,Terdistraksi
2025-01-15 14:50:17,Fokus
2025-01-15 14:55:53,Mengantuk
2025-01-15 15:00:01,Terdistraksi
2025-01-15 15:05:45,Fokus
2025-01-15 15:10:13,Terdistraksi
2025-01-15 15:15:55,Fokus
2025-01-15 15:20:04,Fokus
2025-01-15 15:25:08,Fokus
2025-01-15 15:30:50,Terdistraksi
2025-01-15 15:35:12,Fokus
2025-01-15 15:40:50,Terdistraksi
2025-01-15 15:45:45,Terdistraksi
2025-01-15 15:50:41,Fokus
2025-01-15 15:55:55,Fokus
2025-01-15 16:00:30,Fokus
2025-01-15 16:05:42,Mengantuk
2025-01-15 16:10:58,Terdistraksi
2025-01-15 16:15:50,Mengantuk
2025-01-15 16:20:56,Fokus
2025-01-15 16:25:32,Fokus
2025-01-15 16:30:53,Terdistraksi
2025-01-15 16:35:48,Terdistraksi
2025-01-15 16:40:32,Terdistraksi
2025-01-15 16:45:08,Fokus
2025-01-15 16:50:25,Fokus
2025-01-15 16:55:50,Terdistraksi
2025-01-15 19:00:22,Fokus
2025-01-15 19:05:07,Fokus
2025-01-15 19:10:03,Fokus
2025-01-15 19:15:18,Terdistraksi
2025-01-15 19:20:46,Fokus
2025-01-15 19:25:16,Terdistraksi
2025-01-15 19:30:18,Fokus
2025-01-15 19:35:06,Terdistraksi
2025-01-15 19:40:58,Mengantuk
2025-01-15 19:45:56,Fokus
2025-01-15 19:50:16,Fokus
2025-01-15 19:55:30,Fokus
2025-01-15 20:00:14,Fokus
2025-01-15 20:05:05,Fokus
2025-01-15 20:10:04,Terdistraksi
2025-01-15 20:15:38,Terdistraksi
2025-01-15 20:20:26,Fokus
2025-01-15 20:25:03,Fokus
2025-01-15 20:30:46,Terdistraksi
2025-01-15 20:35:51,Fokus
2025-01-15 20:40:09,Fokus
2025-01-15 20:45:27,Fokus
2025-01-15 20:50:09,Fokus
2025-01-15 20:55:31,Fokus
2025-01-15 21:00:02,Terdistraksi
2025-01-15 21:05:51,Terdistraksi
2025-01-15 21:10:15,Terdistraksi
2025-01-15 21:15:00,Mengantuk
2025-01-15 21:20:27,Fokus
2025-01-15 21:25:50,Mengantuk
2025-01-15 21:30:18,Mengantuk
2025-01-15 21:35:11,Fokus
2025-01-15 21:40:27,Fokus
2025-01-15 21:45:04,Fokus
2025-01-15 21:50:52,Fokus
2025-01-15 21:55:55,Fokus
2025-01-16 07:00:25,Fokus
2025-01-16 07:05:33,Fokus
2025-01-16 07:10:56,Fokus
2025-01-16 07:15:09,Fokus
2025-01-16 07:20:14,Fokus
2025-01-16 07:25:28,Fokus
2025-01-16 07:30:55,Fokus
2025-01-16 07:35:51,Fokus
2025-01-16 07:40:44,Terdistraksi
2025-01-16 07:45:51,Fokus
2025-01-16 07:50:12,Fokus
2025-01-16 07:55:31,Fokus
2025-01-16 08:00:27,Fokus
2025-01-16 08:05:51,Fokus
2025-01-16 08:10:38,Fokus
2025-01-16 08:15:58,Terdistraksi
2025-01-16 08:20:28,Terdistraksi
2025-01-16 08:25:18,Mengantuk
2025-01-16 08:30:29,Terdistraksi
2025-01-16 08:35:30,Fokus
2025-01-16 08:40:31,Fokus
2025-01-16 08:45:49,Terdistraksi
2025-01-16 08:50:24,Fokus
2025-01-16 08:55:11,Fokus
2025-01-16 09:00:29,Fokus
2025-01-16 09:05:20,Tidak Ada Aktivitas
2025-01-16 09:10:47,Terdistraksi
2025-01-16 09:15:58,Fokus
2025-01-16 09:20:53,Fokus
2025-01-16 09:25:18,Mengantuk
2025-01-16 09:30:41,Terdistraksi
2025-01-16 09:35:23,Fokus
2025-01-16 09:40:30,Fokus
2025-01-16 09:45:20,Fokus
2025-01-16 09:50:35,Fokus
2025-01-16 09:55:32,Terdistraksi
2025-01-16 10:00:18,Mengantuk
2025-01-16 10:05:42,Fokus
2025-01-16 10:10:11,Mengantuk
2025-01-16 10:15:40,Fokus
2025-01-16 10:20:56,Fokus
2025-01-16 10:25:19,Fokus
2025-01-16 10:30:03,Fokus
2025-01-16 10:35:42,Terdistraksi
2025-01-16 10:40:48,Mengantuk
2025-01-16 10:45:07,Fokus
2025-01-16 10:50:07,Fokus
2025-01-16 10:55:10,Fokus
2025-01-16 11:00:45,Mengantuk
2025-01-16 11:05:40,Terdistraksi
2025-01-16 11:10:43,Fokus
2025-01-16 11:15:32,Fokus
2025-01-16 11:20:47,Mengantuk
2025-01-16 11:25:15,Fokus
2025-01-16 11:30:47,Terdistraksi
2025-01-16 11:35:08,Terdistraksi
2025-01-16 11:40:32,Fokus
2025-01-16 11:45:25,Terdistraksi
2025-01-16 11:50:10,Mengantuk
2025-01-16 11:55:03,Fokus
2025-01-16 13:00:30,Tidak Ada Aktivitas
2025-01-16 13:05:11,Fokus
2025-01-16 13:10:08,Mengantuk
2025-01-16 13:15:34,Terdistraksi
2025-01-16 13:20:31,Mengantuk
2025-01-16 13:25:03,Fokus
2025-01-16 13:30:44,Mengantuk
2025-01-16 13:35:50,Terdistraksi
2025-01-16 13:40:54,Fokus
2025-01-16 13:45:32,Fokus
2025-01-16 13:50:37,Fokus
2025-01-16 13:55:44,Fokus
2025-01-16 14:00:39,Mengantuk
2025-01-16 14:05:18,Terdistraksi
2025-01-16 14:10:40,Tidak Ada Aktivitas
2025-01-16 14:15:35,Fokus
2025-01-16 14:20:18,Mengantuk
2025-01-16 14:25:22,Fokus
2025-01-16 14:30:50,Fokus
2025-01-16 14:35:12,Terdistraksi
2025-01-16 14:40:23,Fokus
2025-01-16 14:45:54,Mengantuk
2025-01-16 14:50:24,Fokus
2025-01-16 14:55:33,Mengantuk
2025-01-16 15:00:59,Fokus
2025-01-16 15:05:57,Terdistraksi
2025-01-16 15:10:47,Fokus
2025-01-16 15:15:03,Fokus
2025-01-16 15:20:55,Fokus
2025-01-16 15:25:03,Mengantuk
2025-01-16 15:30:01,Fokus
2025-01-16 15:35:28,Fokus
2025-01-16 15:40:27,Fokus
2025-01-16 15:45:36,Terdistraksi
2025-01-16 15:50:53,Terdistraksi
2025-01-16 15:55:53,Terdistraksi
2025-01-16 16:00:30,Terdistraksi
2025-01-16 16:05:23,Fokus
2025-01-16 16:10:00,Fokus
2025-01-16 16:15:50,Fokus
2025-01-16 16:20:58,Terdistraksi
2025-01-16 16:25:15,Terdistraksi
2025-01-16 16:30:15,Mengantuk
2025-01-16 16:35:27,Fokus
2025-01-16 16:40:34,Fokus
2025-01-16 16:45:29,Fokus
2025-01-16 16:50:05,Terdistraksi
2025-01-16 16:55:40,Terdistraksi
2025-01-16 19:00:41,Fokus
2025-01-16 19:05:53,Terdistraksi
2025-01-16 19:10:20,Fokus
2025-01-16 19:15:59,Fokus
2025-01-16 19:20:46,Terdistraksi
2025-01-16 19:25:58,Terdistraksi
2025-01-16 19:30:38,Terdistraksi
2025-01-16 19:35:59,Terdistraksi
2025-01-16 19:40:42,Fokus
2025-01-16 19:45:33,Fokus
2025-01-16 19:50:32,Terdistraksi
2025-01-16 19:55:03,Fokus
2025-01-16 20:00:59,Terdistraksi
2025-01-16 20:05:12,Fokus
2025-01-16 20:10:41,Fokus
2025-01-16 20:15:40,Fokus
2025-01-16 20:20:46,Fokus
2025-01-16 20:25:43,Fokus
2025-01-16 20:30:15,Fokus
2025-01-16 20:35:12,Terdistraksi
2025-01-16 20:40:27,Fokus
2025-01-16 20:45:15,Fokus
2025-01-16 20:50:10,Fokus
2025-01-16 20:55:09,Fokus
2025-01-16 21:00:00,Fokus
2025-01-16 21:05:56,Fokus
2025-01-16 21:10:14,Terdistraksi
2025-01-16 21:15:39,Mengantuk
2025-01-16 21:20:34,Mengantuk
2025-01-16 21:25:47,Terdistraksi
2025-01-16 21:30:13,Fokus
2025-01-16 21:35:57,Fokus
2025-01-16 21:40:05,Fokus
2025-01-16 21:45:30,Mengantuk
2025-01-16 21:50:42,Terdistraksi
2025-01-16 21:55:38,Mengantuk
2025-01-17 07:00:45,Fokus
2025-01-17 07:05:21,Fokus
2025-01-17 07:10:39,Fokus
2025-01-17 07:15:27,Fokus
2025-01-17 07:20:49,Fokus
2025-01-17 07:25:00,Fokus
2025-01-17 07:30:12,Fokus
2025-01-17 07:35:49,Fokus
2025-01-17 07:40:49,Fokus
2025-01-17 07:45:16,Fokus
2025-01-17 07:50:09,Terdistraksi
2025-01-17 07:55:20,Terdistraksi
2025-01-17 08:00:31,Fokus
2025-01-17 08:05:18,Fokus
2025-01-17 08:10:34,Fokus
2025-01-17 08:15:13,Terdistraksi
2025-01-17 08:20:30,Fokus
2025-01-17 08:25:58,Terdistraksi
2025-01-17 08:30:21,Terdistraksi
2025-01-17 08:35:19,Fokus
2025-01-17 08:40:05,Fokus
2025-01-17 08:45:29,Fokus
2025-01-17 08:50:01,Fokus
2025-01-17 08:55:58,Fokus
2025-01-17 09:00:26,Fokus
2025-01-17 09:05:40,Fokus
2025-01-17 09:10:55,Terdistraksi
2025-01-17 09:15:32,Fokus
2025-01-17 09:20:58,Fokus
2025-01-17 09:25:03,Fokus
2025-01-17 09:30:53,Terdistraksi
2025-01-17 09:35:06,Mengantuk
2025-01-17 09:40:49,Fokus
2025-01-17 09:45:34,Fokus
2025-01-17 09:50:44,Fokus
2025-01-17 09:55:16,Terdistraksi
2025-01-17 10:00:03,Fokus
2025-01-17 10:05:10,Fokus
2025-01-17 10:10:48,Fokus
2025-01-17 10:15:43,Fokus
2025-01-17 10:20:13,Fokus
2025-01-17 10:25:26,Mengantuk
2025-01-17 10:30:35,Terdistraksi
2025-01-17 10:35:56,Fokus
2025-01-17 10:40:40,Fokus
2025-01-17 10:45:34,Fokus
2025-01-17 10:50:21,Fokus
2025-01-17 10:55:00,Mengantuk
2025-01-17 11:00:27,Fokus
2025-01-17 11:05:27,Fokus
2025-01-17 11:10:02,Fokus
2025-01-17 11:15:55,Fokus
2025-01-17 11:20:48,Fokus
2025-01-17 11:25:33,Fokus
2025-01-17 11:30:09,Terdistraksi
2025-01-17 11:35:13,Terdistraksi
2025-01-17 11:40:54,Terdistraksi
2025-01-17 11:45:58,Fokus
2025-01-17 11:50:42,Mengantuk
2025-01-17 11:55:00,Fokus
2025-01-17 13:00:35,Terdistraksi
2025-01-17 13:05:18,Fokus
2025-01-17 13:10:11,Fokus
2025-01-17 13:15:03,Terdistraksi
2025-01-17 13:20:22,Tidak Ada Aktivitas
2025-01-17 13:25:29,Tidak Ada Aktivitas
2025-01-17 13:30:06,Fokus
2025-01-17 13:35:59,Mengantuk
2025-01-17 13:40:44,Tidak Ada Aktivitas
2025-01-17 13:45:22,Fokus
2025-01-17 13:50:54,Fokus
2025-01-17 13:55:50,Tidak Ada Aktivitas
2025-01-17 14:00:51,Fokus
2025-01-17 14:05:25,Tidak Ada Aktivitas
2025-01-17 14:10:49,Mengantuk
2025-01-17 14:15:07,Fokus
2025-01-17 14:20:09,Fokus
2025-01-17 14:25:52,Mengantuk
2025-01-17 14:30:29,Fokus
2025-01-17 14:35:18,Terdistraksi
2025-01-17 14:40:26,Tidak Ada Aktivitas
2025-01-17 14:45:36,Mengantuk
2025-01-17 14:50:32,Fokus
2025-01-17 14:55:01,Mengantuk
2025-01-17 15:00:21,Terdistraksi
2025-01-17 15:05:16,Terdistraksi
2025-01-17 15:10:51,Mengantuk
2025-01-17 15:15:08,Terdistraksi
2025-01-17 15:20:05,Fokus
2025-01-17 15:25:10,Fokus
2025-01-17 15:30:02,Mengantuk
2025-01-17 15:35:11,Mengantuk
2025-01-17 15:40:53,Fokus
2025-01-17 15:45:06,Fokus
2025-01-17 15:50:35,Terdistraksi
2025-01-17 15:55:05,Terdistraksi
2025-01-17 16:00:43,Fokus
2025-01-17 16:05:06,Fokus
2025-01-17 16:10:44,Terdistraksi
2025-01-17 16:15:18,Fokus
2025-01-17 16:20:41,Terdistraksi
2025-01-17 16:25:42,Fokus
2025-01-17 16:30:10,Mengantuk
2025-01-17 16:35:32,Fokus
2025-01-17 16:40:51,Fokus
2025-01-17 16:45:41,Fokus
2025-01-17 16:50:54,Mengantuk
2025-01-17 16:55:06,Terdistraksi
2025-01-17 19:00:30,Fokus
2025-01-17 19:05:14,Fokus
2025-01-17 19:10:43,Fokus
2025-01-17 19:15:07,Fokus
2025-01-17 19:20:19,Fokus
2025-01-17 19:25:06,Fokus
2025-01-17 19:30:31,Fokus
2025-01-17 19:35:38,Fokus
2025-01-17 19:40:14,Fokus
2025-01-17 19:45:51,Fokus
2025-01-17 19:50:52,Fokus
2025-01-17 19:55:23,Fokus
2025-01-17 20:00:10,Fokus
2025-01-17 20:05:24,Terdistraksi
2025-01-17 20:10:22,Fokus
2025-01-17 20:15:26,Fokus
2025-01-17 20:20:15,Fokus
2025-01-17 20:25:02,Fokus
2025-01-17 20:30:08,Terdistraksi
2025-01-17 20:35:03,Terdistraksi
2025-01-17 20:40:39,Fokus
2025-01-17 20:45:15,Fokus
2025-01-17 20:50:20,Fokus
2025-01-17 20:55:00,Fokus
2025-01-17 21:00:26,Fokus
2025-01-17 21:05:12,Terdistraksi
2025-01-17 21:10:51,Terdistraksi
2025-01-17 21:15:01,Terdistraksi
2025-01-17 21:20:26,Mengantuk
2025-01-17 21:25:49,Mengantuk
2025-01-17 21:30:28,Terdistraksi
2025-01-17 21:35:04,Mengantuk
2025-01-17 21:40:33,Fokus
2025-01-17 21:45:38,Terdistraksi
2025-01-17 21:50:54,Mengantuk
2025-01-17 21:55:46,Mengantuk
2025-01-18 07:00:00,Fokus
2025-01-18 07:05:36,Fokus
2025-01-18 07:10:08,Fokus
2025-01-18 07:15:40,Fokus
2025-01-18 07:20:27,Mengantuk
2025-01-18 07:25:28,Fokus
2025-01-18 07:30:35,Fokus
